,pdx,pdy,nan,nan1
7,,,-45.482433,-13.22058
8,,,-45.482433,-13.22057
9,,,-45.482426,-13.220563
10,,,-45.48242,-13.220557
11,,,-45.482418,-13.220552
12,,,-45.482418,-13.22055
13,,,-45.482418,-13.220548
14,,,-45.482418,-13.220546
15,,,-45.482418,-13.220545
16,,,-45.482414,-13.220543
17,,,-45.482414,-13.220542
18,,,-45.482414,-13.220542
19,,,-45.482414,-13.220541
0,,,-45.489773,-13.2266245
1,,,-45.489765,-13.226536
2,,,-45.489758,-13.226472
3,,,-45.489742,-13.226426
4,,,-45.489735,-13.226393
5,,,-45.489727,-13.226368
6,,,-45.48972,-13.22635
7,,,-45.489708,-13.2263365
8,,,-45.489704,-13.226327
9,,,-45.4897,-13.22632
10,,,-45.489697,-13.226314
11,,,-45.489693,-13.22631
12,,,-45.489693,-13.226306
13,,,-45.489693,-13.226304
14,,,-45.48969,-13.226302
15,,,-45.48969,-13.226301
16,,,-45.48969,-13.2263
17,,,-45.48969,-13.226299
18,,,-45.48969,-13.226298
19,,,-45.48969,-13.226298
